med_id,generic_name,resolution,current_source_count,local_support_count,existing_medcalc_verified,dailymed_v3_confirmed,openfda_v4_confirmed,local_renal_biblio_2025,local_ajuste_renal_csv,v2_reason,v4_reason,next_action
MED-0117,CETILPIRIDINIO,UNRESOLVED,0,0,False,False,False,False,False,NO_RXNORM_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0118,CETIRIZINA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0119,CIANOCOBALAMINA,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0120,CICLOBENZAPRINA,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0121,CICLOFOSFAMIDA,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0122,CICLONAMINA (ETAMSILATO),UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0126,CINARIZINA,UNRESOLVED,0,0,False,False,False,False,False,RXNORM_MATCH_NO_DAILYMED_SPL,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0127,CINITAPRIDA,UNRESOLVED,0,0,False,False,False,False,False,RXNORM_MATCH_NO_DAILYMED_SPL,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0128,CIPROFIBRATO,UNRESOLVED,0,0,False,False,False,False,False,RXNORM_MATCH_NO_DAILYMED_SPL,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0132,CITICOLINA SODICA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0133,CITRATO DE ALVERINA,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0134,CITRATO DE POTASIO,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0137,CLEMASTINA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0140,CLOMIFENO,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0141,CLOMIPRAMINA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0142,CLONAZEPAM,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,RENAL_TEXT_WITHOUT_EXPLICIT_DOSING_ACTION,CURRENT_SOURCE_REQUIRED
MED-0144,CLONIXINATO DE LISINA,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0146,CLORAMBUCILO,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0148,CLORFENAMINA,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0149,CLORHEXIDINA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0152,CLOROQUINA,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0153,CLORTALIDONA,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0154,CLORURO DE TROSPIO,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0155,CLOTIAZEPAM,UNRESOLVED,0,0,False,False,False,False,False,RXNORM_MATCH_NO_DAILYMED_SPL,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0156,CLOTRIMAZOL,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0157,CLOZAPINA,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0159,CODEINA,UNRESOLVED,0,0,False,False,False,False,False,SINGLE_INGREDIENT_MATCHED_COMBINATION_LABEL,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0161,COLECALCIFEROL,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_RENAL_TEXT,CURRENT_SOURCE_REQUIRED
MED-0162,CONDROITINA SULFATO,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0166,DANAZOL,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_RENAL_TEXT,CURRENT_SOURCE_REQUIRED
MED-0169,DAPOXETINA,UNRESOLVED,0,0,False,False,False,False,False,NO_RXNORM_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0170,DAPSONA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0175,DECUALINIO,UNRESOLVED,0,0,False,False,False,False,False,NO_RXNORM_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0180,DESOGESTREL,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0182,DEXAMETASONA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0183,DEXIBUPROFENO,UNRESOLVED,0,0,False,False,False,False,False,NO_RXNORM_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0184,DEXKETOPROFENO,UNRESOLVED,0,0,False,False,False,False,False,RXNORM_MATCH_NO_DAILYMED_SPL,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0185,DEXLANSOPRAZOL,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,RENAL_TEXT_WITHOUT_EXPLICIT_DOSING_ACTION,CURRENT_SOURCE_REQUIRED
MED-0186,DEXTROMETORFANO,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0187,DIACEREINA,UNRESOLVED,0,0,False,False,False,False,False,RXNORM_MATCH_NO_DAILYMED_SPL,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0188,DIAZEPAM,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,RENAL_TEXT_WITHOUT_EXPLICIT_DOSING_ACTION,CURRENT_SOURCE_REQUIRED
MED-0189,DICLOFENACO,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0190,DICLOXACILINA,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0191,DIDROGESTERONA,UNRESOLVED,0,0,False,False,False,False,False,RXNORM_MATCH_NO_DAILYMED_SPL,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0192,DIENOGEST,UNRESOLVED,0,0,False,False,False,False,False,SINGLE_INGREDIENT_MATCHED_COMBINATION_LABEL,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0193,DIFENHIDRAMINA,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0194,DIFENOXILATO,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0197,DIMENHIDRINATO,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0198,DIMETIL FUMARATO,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0199,DIMETILPOLISILOXANO (DIMETICONA),UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0200,DINITRATO DE ISOSORBIDE,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0201,DIOSMINA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0202,DIPIRONA,UNRESOLVED,0,0,False,False,False,False,False,NO_RXNORM_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0203,DOBESILATO CALCICO,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0204,DOCUSATO DE SODIO,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0206,DOMPERIDONA,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0207,DONEPEZILO,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0209,DOXAZOSINA,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0210,DOXEPINA,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0212,DOXILAMINA,UNRESOLVED,0,0,False,False,False,False,False,AMBIGUOUS_DAILYMED_MATCH,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0213,DOXOFILINA,UNRESOLVED,0,0,False,False,False,False,False,NO_RXNORM_MATCH,NO_OPENFDA_LABEL,CURRENT_SOURCE_REQUIRED
MED-0214,DRONABINOL,UNRESOLVED,0,0,False,False,False,False,False,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,NO_RENAL_TEXT,CURRENT_SOURCE_REQUIRED
MED-0220,EFAVIRENZ,UNRESOLVED,0,0,False,False,False,False,False,SINGLE_INGREDIENT_MATCHED_COMBINATION_LABEL,RENAL_TEXT_WITHOUT_EXPLICIT_DOSING_ACTION,CURRENT_SOURCE_REQUIRED
MED-0223,ELTROMBOPAG,UNRESOLVED,0,0,False,False,False,False,False,NO_DIRECT_RENAL_SECTION_TITLE,RENAL_TEXT_WITHOUT_EXPLICIT_DOSING_ACTION,CURRENT_SOURCE_REQUIRED
MED-0224,ELVITEGRAVIR,UNRESOLVED,0,0,False,False,False,False,False,SINGLE_INGREDIENT_MATCHED_COMBINATION_LABEL,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
MED-0226,EMTRICITABINA,UNRESOLVED,0,0,False,False,False,False,False,SINGLE_INGREDIENT_MATCHED_COMBINATION_LABEL,NO_OPENFDA_IDENTITY_CONFIRMED_LABEL,CURRENT_SOURCE_REQUIRED
