med_id,principio_activo,reglas_pediatria,estado_pediatria,nivel_uso,escenarios
MED-0101,CAPECITABINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0102,CAPTOPRIL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0103,CARBAMAZEPINA,2,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Epilepsia – inicio
MED-0104,CARBIDOPA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0105,CARBON ACTIVADO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0106,CARBONATO DE CALCIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0107,CARBONATO DE LITIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0108,CARVEDILOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0109,CEFADROXILO,3,HABILITADO,GENERAL,Faringitis / amigdalitis / impétigo | ITU | Infección de piel y estructuras cutáneas
MED-0110,CEFALEXINA,2,HABILITADO,GENERAL,"Infección grave (p. ej., osteomielitis/pielonefritis) | Infección leve-moderada"
MED-0111,CEFDITOREN,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0112,CEFPODOXIME,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0113,CEFRADINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0114,CEFTIBUTENO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0115,CEFUROXIMA,1,HABILITADO,GENERAL,NAC / OMA / sinusitis – alternativa oral con cefalosporina
MED-0116,CELECOXIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0117,CETILPIRIDINIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0118,CETIRIZINA,5,HABILITADO,GENERAL,Urticaria aguda
MED-0119,CIANOCOBALAMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0120,CICLOBENZAPRINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0121,CICLOFOSFAMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0122,CICLONAMINA (ETAMSILATO),0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0123,CICLOSPORINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0124,CILOSTAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0125,CINACALCET,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0126,CINARIZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0127,CINITAPRIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0128,CIPROFIBRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0129,CIPROFLOXACINA,2,HABILITADO,GENERAL,Infecciones susceptibles
MED-0130,CIPROTERONA ACETATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0131,CITALOPRAM,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0132,CITICOLINA SODICA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0133,CITRATO DE ALVERINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0134,CITRATO DE POTASIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0135,CLADRIBINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0136,CLARITROMICINA,1,HABILITADO,GENERAL,Infecciones pediátricas según ficha técnica
MED-0137,CLEMASTINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0138,CLINDAMICINA,3,HABILITADO,GENERAL,Fascitis necrotizante | Infección habitual | Infección ósea/articular
MED-0139,CLOBAZAM,6,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Lennox-Gastaut – día 14 / objetivo | Lennox-Gastaut – día 7 | Lennox-Gastaut – inicio
MED-0140,CLOMIFENO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0141,CLOMIPRAMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0142,CLONAZEPAM,2,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Trastorno convulsivo – dosis inicial | Trastorno convulsivo – mantenimiento
MED-0143,CLONIDINA,4,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,"TDAH – liberación prolongada, dosis total 0.2 mg/día | TDAH – liberación prolongada, dosis total 0.3 mg/día | TDAH – liberación prolongada, dosis total 0.4 mg/día | TDAH – liberación prolongada, semana 1"
MED-0144,CLONIXINATO DE LISINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0145,CLOPIDOGREL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0146,CLORAMBUCILO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0147,CLORANFENICOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0148,CLORFENAMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0149,CLORHEXIDINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0150,CLORHIDRATO DE ALFUZOSINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0151,CLORMADINONA ACETATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0152,CLOROQUINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0153,CLORTALIDONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0154,CLORURO DE TROSPIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0155,CLOTIAZEPAM,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0156,CLOTRIMAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0157,CLOZAPINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0158,COBICISTAT,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0159,CODEINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0160,COLCHICINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0161,COLECALCIFEROL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0162,CONDROITINA SULFATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0163,CRIZOTINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0164,DABIGATRAN,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0165,DACOMITINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0166,DANAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0167,DANURAVIR,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0168,DAPAGLIFLOZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0169,DAPOXETINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0170,DAPSONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0171,DARIFENACINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0172,DAROLUTAMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0173,DARUNAVIR,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0174,DASATINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0175,DECUALINIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0176,DEFERASIROX,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0177,DEFLAZACORT,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0178,DELAFLOXACINO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0179,DESLORATADINA,4,HABILITADO,GENERAL,Rinitis alérgica / urticaria crónica idiopática
MED-0180,DESOGESTREL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0181,DESVENLAFAXINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0182,DEXAMETASONA,2,HABILITADO,GENERAL,Croup grave o amenaza vital | Croup leve-moderado con indicación de corticoide
MED-0183,DEXIBUPROFENO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0184,DEXKETOPROFENO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0185,DEXLANSOPRAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0186,DEXTROMETORFANO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0187,DIACEREINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0188,DIAZEPAM,1,HABILITADO,GENERAL,Convulsión aguda – primera línea
MED-0189,DICLOFENACO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0190,DICLOXACILINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0191,DIDROGESTERONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0192,DIENOGEST,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0193,DIFENHIDRAMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0194,DIFENOXILATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0195,DIGOXINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0196,DILTIAZEM,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0197,DIMENHIDRINATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0198,DIMETIL FUMARATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0199,DIMETILPOLISILOXANO (DIMETICONA),0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0200,DINITRATO DE ISOSORBIDE,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0201,DIOSMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0202,DIPIRONA,1,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,MONITORIZACIÓN,Dolor o fiebre – dosis pediátrica del folleto ISP Chile
MED-0203,DOBESILATO CALCICO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0204,DOCUSATO DE SODIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0205,DOLUTEGRAVIR,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0206,DOMPERIDONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0207,DONEPEZILO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0208,DORAVIRINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0209,DOXASOZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0210,DOXEPINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0211,DOXICICLINA,2,HABILITADO,GENERAL,Enfermedad rickettsial sospechada/confirmada
MED-0212,DOXILAMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0213,DOXOFILINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0214,DRONABINOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0215,DRONEDARONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0216,DROSPIRENONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0217,DROXIDOPA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0218,DULOXETINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0219,DUTASTERIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0220,EFAVIRENZ,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0221,ELETRIPTAN,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0222,ELIGLUSTAT,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0223,ELTROMBOPAG,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0224,ELVITEGRAVIR,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0225,EMPAGLIFOZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0226,EMTRICITABINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0227,ENALAPRIL MALEATO,1,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,MONITORIZACIÓN,Hipertensión arterial – inicio
MED-0228,ENTACAPONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0229,ENTECAVIR,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0230,ENTRECTINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0231,ENZALUTAMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0232,EPLERENONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0233,ERGOTAMINA TARTRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0234,ERITROMICINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0235,ERLOTINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0236,ESCINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0237,ESCITALOPRAM,4,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Depresión mayor – dosis máxima | Depresión mayor – inicio | Trastorno de ansiedad generalizada – dosis máxima | Trastorno de ansiedad generalizada – inicio
MED-0238,ESOMEPRAZOL,5,HABILITADO,GENERAL,ERGE sintomático | Esofagitis erosiva por ERGE
MED-0239,ESPIRAMICINA BASE,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0240,ESPIRONOLACTONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0241,ESTRADIOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0242,ESZOPICLONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0243,ETAMBUTOL CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0244,ETINIL ESTRADIOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0245,ETORICOXIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0246,ETRAVIRINA (TMC 125),0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0247,EVEROLIMUS,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0248,EVOGLIPTINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0249,EXEMESTANO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0250,EZETIMIBE,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0251,FAMOTIDINA,4,HABILITADO,GENERAL,ERGE | ERGE con/sin esofagitis y ulceraciones | Úlcera péptica – dosis inicial
MED-0252,FEBUXOSTAT,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0253,FENILEFRINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0254,FENITOINA SODICA,1,HABILITADO,GENERAL,"Convulsión aguda – segunda línea, carga"
MED-0255,FENOBARBITAL,1,HABILITADO,GENERAL,Convulsión aguda – segunda línea
MED-0256,FENOFIBRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0257,FENOTEROL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0258,FENOVERINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0259,FEXOFENADINA,4,HABILITADO,GENERAL,Rinitis alérgica estacional | Urticaria crónica idiopática
MED-0260,FINASTERIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0261,FINGOLIMOD,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0262,FLAVONOIDES EXPRESADOS COMO HESPERIDINA MICRONIZADA Y PURIFICADA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0263,FLAVOXATO CLOHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0264,FLUBENDAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0265,FLUCITOSINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0266,FLUCONAZOL,1,HABILITADO,GENERAL,Candidiasis invasiva
MED-0267,FLUDROCORTISONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0268,FLUNARIZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0269,FLUOXETINA,3,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Depresión mayor – inicio | TOC – inicio | TOC – rango terapéutico
MED-0270,FLURBIPROFENO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0271,FLUTICASONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0272,FLUVOXAMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0273,FORMOTEROL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0274,FURAZOLIDONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0275,FUROSEMIDA,2,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,MONITORIZACIÓN,Edema / necesidad parenteral – dosis inicial | Edema – dosis inicial oral
MED-0276,GABAPENTIN,3,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Crisis focales – inicio | Crisis focales – mantenimiento
MED-0277,GALANTAMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0278,GEFITINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0279,GEMFIBROZILO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0280,GESTODENO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0281,GILTERITINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0282,GLIBENCLAMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0283,GLICLAZIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0284,GLIMEPIRIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0285,GLUCOSAMINA SULFATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0286,HALOPERIDOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0287,HESPERIDINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0288,HIDROCLOROTIAZIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0289,HIDROCODONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0290,HIDROCORTISONA,10,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,URGENCIA/ESPECIALISTA,Crisis suprarrenal – continuación cada 6 h | Crisis suprarrenal – dosis inicial
MED-0291,HIDROMORFONA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0292,HIDROSMINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0293,HIDROTALCITA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0294,HIDROXICINA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0295,HIDROXICLOROQUINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0296,HIDROXIUREA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0297,HIOSCINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0298,HISTIDINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0299,IBANDRONATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0300,IBRUTINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0301,IBUPROFENO,1,HABILITADO,GENERAL,Dolor/fiebre
MED-0302,ICOSAPENTANOATO DE ETILO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0303,IMATINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0304,IMIPRAMINA CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0305,INDACATEROL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0306,INDAPAMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0307,INDOMETACINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0308,IPRATROPIO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0309,IRBERSARTAN,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0310,ISAVUCONAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0311,ISOFLAVONA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0312,ISOMETEPTENO MUCATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0313,ISONIACIDA,1,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Tuberculosis latente (LTBI) – alternativa a rifampicina
MED-0314,ISOSORBIDE DINITRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0315,ISOTRETINOINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0316,ITOPRIDE CLORHIDRATO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0317,IVABRADINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0318,IXAZOMIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0319,KETOCONAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0320,KETOPROFENO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0321,KETOROLACO,2,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,URGENCIA/MONITORIZACIÓN,Dolor – vía EV
MED-0322,L-HISTIDINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0323,L-TIROSINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0324,L-TREONINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0325,L-TRIPTOFANO,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0326,LABETALOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0327,LACOSAMIDA,8,HABILITADO – ESPECIALISTA/MONITORIZACIÓN,ESPECIALISTA/MONITORIZACIÓN,Crisis focales – Inicio | Crisis focales – Mantenimiento | Crisis focales – inicio | Crisis focales – mantenimiento adyuvante
MED-0328,LAMIVUDINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0329,LAMOTRIGINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0330,LANATOSIDO C,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0331,LANSOPRAZOL,4,HABILITADO,GENERAL,ERGE no erosivo | ERGE sintomático / esofagitis erosiva | Esofagitis erosiva
MED-0332,LAPATINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0333,LAROTRECTINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0334,LEFLUNOMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0335,LENALIDOMIDA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0336,LENVATINIB,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0337,LETERMOVIR,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0338,LETROZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0339,LEVETIRACETAM,1,HABILITADO,GENERAL,Convulsión aguda – segunda línea
MED-0340,LEVOCETIRICINA,4,HABILITADO,GENERAL,Rinitis alérgica perenne | Urticaria crónica idiopática
MED-0341,LEVODOPA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0342,LEVOFLOXACINA,2,HABILITADO,GENERAL,Infecciones susceptibles
MED-0343,LEVOMEPROMAZINA,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0344,LEVONORGESTREL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
MED-0345,LEVOPANTOPRAZOL,0,PENDIENTE DE REVISIÓN INDIVIDUAL,PENDIENTE,
