ref_id,med_id,catalogo_nombre,principio_activo,table,page,categoria,dosis_fr_normal,metodo,crcl_100_50,crcl_50_10,crcl_lt10,suplemento_hd,dosis_hfvvc,notas,fuente,url_fuente,fecha_fuente,estado,automatizable,imagen
FR001-T05-007,MED-0096,CABOTEGRAVIR,Cabotegravir,5,4,Antivirales 1,600 mg/2 meses,D,100%,100%,100%,Precaución,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-008,,,Cidofovir,5,4,Antivirales 1,5 mg/kg/semana: 2 semanas. Continuar 5 mg/kg cada 2 semanas,D,5 mg/kg/sem: 2 sem. Cont. 5 - 3 mg/kg/2 sem.,Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-009,MED-0158,COBICISTAT,Cobicistat,5,4,Antivirales 1,300 - 800 mg/24 h,D,No dar si CCr<70 ml/min,Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-010,,,Daclatasvir,5,4,Antivirales 1,60 mg/24 h,D,100%,100%,100%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-011,,,Darunavir/cobicistat/emtricitabina/tenofovir alafenamida,5,4,Antivirales 1,800/150/200/10 mg/24 h,D,100%,100%. Si CCr <30 ml/min Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-012,,,Dasabuvir,5,4,Antivirales 1,250 mg/12 h,D,100%,100%,100%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-013,,,Didanosina,5,4,Antivirales 1,125 - 200 mg/12 h,D,125 - 200 mg/12 h,125 - 200 mg/12 h,75 - 100 mg/24 h,50 mg/24 h,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-014,MED-0205,DOLUTEGRAVIR,Dolutegravir,5,4,Antivirales 1,50 mg/12 - 24 h,D,100%,100%,100%,No datos,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-015,,,Elvitegravir/Cobicistat/emtricitabina/tenofovir alafenamida,5,4,Antivirales 1,150/150/200/10 mg/24 h,D,100%,100%. Si CCr <30 ml/min Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-016,,,Elbasvir/Grazoprevir,5,4,Antivirales 1,50/100 mg/24 h,No,100%,100%,100%,100%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-017,,,Emtricitabina/Tenofovir,5,4,Antivirales 1,200/245 mg/24 h,I,Precaución,,No recomendado,No recomendado,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-018,,,Emtricitabina/tenofovir alafenamida/rilpivirina,5,4,Antivirales 1,200/25/25 mg/24 h,D,100%,100%. Si CCr <30 ml/min Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-019,,,Famciclovir,5,4,Antivirales 1,500 mg/8 h,D e I,500 mg/8 h,250 mg/12 - 24 h,250 mg/24 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-020,,,Fostemsavir,5,4,Antivirales 1,600 mg/12 h,D,100%,100%,100%,,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-021,,,Ganciclovir,5,4,Antivirales 1,5 mg/kg/12 h IV. Continuar 5 mg/kg/24 h IV ó 1 g/4 h VO,D e I,"5 mg/kg/12 h IV, 2.5-5 mg/kg/24 h IV ó 0.5-1 g/24 h VO",1.25-2.5 mg/kg/24 h IV; 0.6-1.25 mg/kg/24 h IV ó 0.5-1 g/24 h VO,1.25 mg/kg 3xsem IV ó 0.5 g 3xsem,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T05-022,,,Glecaprevir/Pibrentasvir,5,4,Antivirales 1,300/120 mg/24 h,No,100%,100%,100%,100%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_05_pag_04.png
FR001-T06-001,,,Indinavir,6,4,Antivirales 2,800 mg/8 h,No,100%,100%,100%,No datos,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-002,MED-0328,LAMIVUDINA,Lamivudina,6,4,Antivirales 2,150 mg/12 h,D e I,100%,100 - 150 mg/24 h,25 - 50 mg/24 h,Dosis postdiálisis,No datos,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-003,,,Ledipasvir/Sofosbuvir,6,4,Antivirales 2,90/400 mg/24 h,D,100%,100%. Si CCr <30 ml/min Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-004,MED-0337,LETERMOVIR,Letermovir,6,4,Antivirales 2,240 mg/24 h,D,100%,Precaución,No datos,No datos,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-005,,,Lopinavir/Ritonavir,6,4,Antivirales 2,400/100 mg/12 h,D,100%,100%,100%,100%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-006,,,Nelfinavir,6,4,Antivirales 2,750 mg/12 h - 1250 mg/24 h,No,100%,100%,100%,No datos,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-007,MED-0418,NEVIRAPINA,Nevirapina,6,4,Antivirales 2,200 mg/24 h x 14 días. Continuar 200 mg/12 h,No,100%,100%,100%,No datos,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-008,,,Nirmatrelvir/Ritonavir,6,4,Antivirales 2,300/100 mg/día,D,100%,150/100 mg/día. Si CCr<30 ml/min Contraindicado,Contraindicado,Contraindicado,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-009,,,Ombitasvir,6,4,Antivirales 2,12.5 mg/24 h,No,100%,100%,100%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-010,MED-0440,OSELTAMIVIR,Oseltamivir,6,4,Antivirales 2,75 mg/12 h,D e I,75 mg/12 h. Si CCr <60 ml/min: 30 mg/12 h,30 mg/12 h. Si CCr <30 ml/min: 30 mg/24 h,30 mg/48 h,30 mg postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-011,,,Paritaprevir,6,4,Antivirales 2,75 mg/24 h,No,100%,100%,100%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-012,,,Ribavirina,6,4,Antivirales 2,500 - 600 mg/12 h,D,500 - 600 mg/12 h,400 - 200 mg/24 h,200 mg/24 h,200 mg/24 h,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-013,MED-0501,RILPIRIVINA,Rilpivirina,6,4,Antivirales 2,25 mg c/24 h,D,100%,Precaución,Precaución,,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-014,,,Rimantadina,6,4,Antivirales 2,100 mg/12 h,I,100 mg/12 h,100 mg/12 h,100 mg/24 h,100 mg/24 h,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-015,,,Roultegravir/Rilpivirina,6,4,Antivirales 2,50/25 mg/24 h,D,100%,Precaución,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-016,,,Simeprevir,6,4,Antivirales 2,150 mg/24 h,D,100%,100%. Si CCr <30 ml/min: Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-017,MED-0529,SOFOSBUVIR,Sofosbuvir,6,4,Antivirales 2,400 mg/24 h,D,100%,100%. Si CCr <30 ml/min: Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-018,,,Sofosbuvir/Velpatasvir/Voxilaprevir,6,4,Antivirales 2,400/100/100 mg/24 h,D,100%,100%,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-019,,,Stavudina,6,4,Antivirales 2,30 - 40 mg/12 h,D e I,100%,20 mg/12 h,20 mg/24 h,Dosis postdiálisis,Ccr=10 - 50 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-020,MED-0560,TENOFOVIR,Tenofovir,6,4,Antivirales 2,300 mg/24 h,I,300 mg/24 h,300 mg/48 h. Si CCr <30 ml/min: 300 mg x 2 dosis semanales,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-021,,,Tenofovir Alafenamida,6,4,Antivirales 2,25 mg/24 h,D,25 mg/24 h,25 mg/24 h. Si CCr<15 ml/min No recomendado,No recomendado,25 mg/24 h,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-022,,,Tenofovir disoproxilo Macleods 245 mg,6,4,Antivirales 2,245 mg/24 h,I,245 mg/24 h,245 mg/48 h. Si CCr <30 ml/min: 245 mg cada 72-96 h,245 mg cada 72-96 h,245 mg semanal tras diálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-023,MED-0597,VALACICLOVIR,Valaciclovir,6,4,Antivirales 2,1 g/8 h,D e I,1 g/8 h,0.5 - 1 g/12 - 24 h,0.5 g/24 h,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-024,MED-0599,VALGANCICLOVIR,Valganciclovir,6,4,Antivirales 2,900 mg/12 h,D e I,900 mg/12 h. Si CCr <60 ml/min: 450 mg/12 h,450 mg/12 h. Si CCr <40 ml/min: 450 mg/24 h,No usar si CCr<10 ml/min,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-025,MED-0604,VELPATASVIR,Velpatasvir,6,4,Antivirales 2,100 mg/24 h,D,100%,100%. Si CCr <30 ml/min: Evitar,Evitar,Evitar,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-026,,,Zalcitabina,6,4,Antivirales 2,0.75 mg/8 h,I,Cada 8 h,Cada 12 h,Cada 24 h,Dosis postdiálisis,Ccr=10 - 50 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
FR001-T06-027,,,Foscarnet,6,4,Antivirales 2,60 mg/kg/8 h 2 semanas. Continuar 90-120 mg/kg/24 h,AJUSTE POR CCr ml/min/kg,Ver tabla: CCr >1.4,Ver tabla: CCr 0.8-1 / 0.6-0.8,Ver tabla: CCr <0.4,Ver tabla original,Ver tabla original,La fuente usa CCr ml/min/kg y presenta ajustes separados de inducción y mantenimiento; consultar imagen original antes de aplicar.,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_06_pag_04.png
