ref_id,med_id,catalogo_nombre,principio_activo,table,page,categoria,dosis_fr_normal,metodo,crcl_100_50,crcl_50_10,crcl_lt10,suplemento_hd,dosis_hfvvc,notas,fuente,url_fuente,fecha_fuente,estado,automatizable,imagen
FR001-T01-001,,,Amikacina,1,3,Antibacterianos 1,7.5 mg/kg/8 - 12 h,I,Cada 8 - 12 h,Cada 24 - 48 h,Cada 48 - 72 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-002,,,Estreptomicina,1,3,Antibacterianos 1,15 mg/kg/24 h (Máx. 1 g),I,Cada 24 h,Cada 24 - 72 h,Cada 72 - 96 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-003,,,Gentamicina,1,3,Antibacterianos 1,1.5 mg/kg/8 h,D e I,Cada 8 - 12 h,30 - 70%/12 - 24 h,20 - 30%/24 - 48 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-004,,,Tobramicina,1,3,Antibacterianos 1,1.5 mg/kg/8 h,D e I,Cada 8 - 12 h,30 - 70%/12 - 24 h,20 - 30%/24 - 48 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-005,,,Ertapenem,1,3,Antibacterianos 1,1 g/24 h,D,100%,100%,50%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-006,,,Imipenem,1,3,Antibacterianos 1,250 mg - 1 g/6 h (Máx. 4 g/día),D e I,100%,50%,25%,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-007,,,Meropenem,1,3,Antibacterianos 1,1 - 2 g/8 h,D e I,100%,50%/12 h,50%/24 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-008,,,Cefazolina,1,3,Antibacterianos 1,500 mg - 1 g/8 h (Máx. 2 g/8 h),I,Cada 8 h,Cada 8 - 12 h,Cada 18 - 24 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-009,,,Cefepima,1,3,Antibacterianos 1,1 - 2 g/12 h,D e I,1 - 2 g/12 h,500 mg - 2 g/24 h,250 - 500 mg/24 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-010,,,Cefixima,1,3,Antibacterianos 1,200 mg/12 h,D,100%,75%,50%,,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-011,,,Cefotaxima,1,3,Antibacterianos 1,1 - 2 g/6 - 12 h,I,Cada 6 h,Cada 6 - 12 h,Cada 24 h o 50%,Extra 1 g postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-012,,,Cefoxitina,1,3,Antibacterianos 1,1 - 2 g/6 - 8 h,I,Cada 6 - 8 h,Cada 12 - 24 h,Cada 24 - 48 h,Extra 1 g postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-013,,,Ceftazidima,1,3,Antibacterianos 1,1 - 2 g/8 - 12 h,I,Cada 8 - 12 h,Cada 12 - 24 h,Cada 24 - 48 h,Extra 1 g postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-014,,,Ceftriaxona,1,3,Antibacterianos 1,1 - 2 g/24 h,No,100%,100%,100%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-015,MED-0115,CEFUROXIMA,Cefuroxima,1,3,Antibacterianos 1,0.75 - 1.5 g/8 h,I,Cada 8 h,Cada 8 - 12 h,Cada 24 h,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-016,,,Ceftazidima - Avibactam,1,3,Antibacterianos 1,2/0.5 g/8 horas,D e I,100%,Si CCr 50-31 ml/min 1/0.25 g/8 horas. Si CCr 30-16 ml/min 0.75/0.1875 g/12 horas,Si CCr 15-10 ml/min 0.75/0.875 g/12 horas. Si CCr<10 ml/min 0.75/0.875 g/24 h,0.75/0.875 g/48 h,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T01-017,,,Ceftolozano - Tazobactam,1,3,Antibacterianos 1,1/0.5 g/8 horas,D,100%,Si CCr 50-30 ml/min 1 g-500 mg/500 mg-250 mg /8 h. Si CCr 29-15 ml/min 500 mg-250 mg/250 mg-125 mg/8 h,500 mg-250 mg/250 mg-125 mg/8 h,Dosis carga 1.5 g-500 mg/750-250 mg/8 h. Dosis mantenimiento 100-300/50-150 mg/8 h,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_01_pag_03.png
FR001-T02-001,MED-0129,CIPROFLOXACINA,Ciprofloxacino,2,3,Antibacterianos 2,500 - 750 mg/12 h,D,100%,50 - 75%,50%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-002,MED-0178,DELAFLOXACINO,Delafloxacino,2,3,Antibacterianos 2,300 mg/12 h,D,100%,100%. Si Ccr<30 ml/min 200 mg/12 h,No recomendado,No recomendado,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-003,MED-0342,LEVOFLOXACINA,Levofloxacino,2,3,Antibacterianos 2,250 - 750 mg/24 h,D,100%,500 mg x 1 y seguir con 250 - 750 mg/24 - 48 h,500 mg x 1 y seguir con 250 - 500 mg/48 h,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-004,MED-0412,MOXIFLOXACINA,Moxifloxacino,2,3,Antibacterianos 2,400 mg/24 h,No,100%,100%,100%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-005,MED-0432,NORFLOXACINA,Norfloxacino,2,3,Antibacterianos 2,400 mg/12 h,I,Cada 12 h,Cada 12 - 24 h,Evitar,,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-006,,,Ofloxacino,2,3,Antibacterianos 2,200 - 400 mg/12 h,D e I,100%,200 - 400 mg/24 h,200 mg/24 h,100 - 200 mg postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-007,MED-0068,AZITROMICINA,Azitromicina,2,3,Antibacterianos 2,500 mg/24 h,No,100%,100%,100%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-008,MED-0136,CLARITROMICINA,Claritromicina,2,3,Antibacterianos 2,250 - 500 mg/12 h,D,100%,500 mg x 1 y seguir con 250 mg/12 - 24 h,500 mg x 1 y seguir con 250 mg/12 - 24 h,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-009,,,Roxitromicina,2,3,Antibacterianos 2,150 mg/12 h,D,100%,100%,100%,100%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-010,MED-0234,ERITROMICINA,Eritromicina,2,3,Antibacterianos 2,250 - 500 mg/6 - 12 h (Máx. 4 g/día),D,100%,100%,50 - 75%,50 - 75%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-011,MED-0138,CLINDAMICINA,Clindamicina,2,3,Antibacterianos 2,600 - 900 mg/6 - 8 h,No,100%,100%,100%,100%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-012,MED-0147,CLORANFENICOL,Cloranfenicol,2,3,Antibacterianos 2,0.25 - 1 g/6 h 100%,No,100%,100%,100%,100%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-013,,,Colistina,2,3,Antibacterianos 2,1 - 2 MUI (millones de unidades)/8 - 12 h,D,1 - 2 MUI/8 - 12 h,4.5 - 7.5 MUI/24 h,3.5 MUI/24 h,2.25 MUI/24 h días NO HD; 3 MUI/24 h postdiálisis (días HD),Ccr = 100 - 50 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-014,,,Dalbavancina,2,3,Antibacterianos 2,1000 mg 1º semana. 500 mg 2º semana,D,100%,100%. Si CCr<30 ml/min 750 mg 1º semana. 375 mg 2º semana,750 mg 1º semana. 375 mg 2º semana,750 mg 1º semana. 375 mg 2º semana. No dosis extra,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-015,,,Daptomicina,2,3,Antibacterianos 2,4 - 6 mg/kg/24 h,I,100%,Cada 48 h,Cada 48 h,Cada 48 h (post HD),,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-016,MED-0349,LINEZOLID,Linezolid,2,3,Antibacterianos 2,400 - 600 mg/12 h,No,100%,100%,100%,Dosis postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-017,MED-0389,METRONIDAZOL,Metronidazol,2,3,Antibacterianos 2,500 mg/6 - 8 h,I,100%,100%,Cada 8 - 12 h,Dosis postdiálisis,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-018,MED-0430,NITROFURANTOINA,Nitrofurantoina,2,3,Antibacterianos 2,500 mg - 1 g/6 h,D,100%,Evitar,Evitar,,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-019,,,Oritavanzina,2,3,Antibacterianos 2,15 mg/kg/24 h,No,100%,100%,100%,100%,100%,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-020,MED-0540,SULFAMETOXAZOL,Sulfametoxazol,2,3,Antibacterianos 2,1 g/8 - 12 h,I,Cada 12 h,Cada 18 h,Cada 24 h,Extra 1 g postdiálisis,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-021,,,Tedizolid,2,3,Antibacterianos 2,20 mg/24 h,No,100%,100%,100%,100%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-022,,,Teicoplanina,2,3,Antibacterianos 2,6 mg/kg/24 h,I,Cada 24 h,Cada 48 h,Cada 72 h,Cada 72 h,Ccr=50 - 10 ml/min,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
FR001-T02-023,,,Tigeciclina,2,3,Antibacterianos 2,100 mg/24 h,D,100%,100%,100%,100%,,,"García Montemayor V, Sanchez-Agesta Martínez M, Naranjo Muñoz J. Ajuste de Fármacos en la Enfermedad Renal Crónica. Nefrología al día. 2025.",https://nefrologiaaldia.org/articulo/ajuste-de-farmacos-en-la-enfermedad-renal-cronica/,2025-05-24,TRANSCRIPCION_VERIFICADA_IMAGEN,REFERENCIA_NO_PRESCRIPTIVA,renal_fuente_2025/tabla_02_pag_03.png
